id,domain,feature,user_story,expected_behavior,status,gaps_for_robustness,priority,test_result,notes
H14,WebApp,Guide Vocal Endpoint (Internal),"- **expected_behavior:** ; - `GET /guide/:trackVersionId` — auth-gated (share-token or owner, same pattern as full audio). ; - Serves `guide_vocal.wav` from version directory. ; - Marked internal-only in CLAUDE.md: ""never exposed"" to users. ; - **status:** implemented — confirmed at lines 4842+ ; - **gaps:** ; - The route is accessible to any authenticated track owner via the API — if a user som","- `GET /guide/:trackVersionId` — auth-gated (share-token or owner, same pattern as full audio). ; - Serves `guide_vocal.wav` from version directory. ; - Marked internal-only in CLAUDE.md: ""never exposed"" to users. ; - **status:** implemented — confirmed at lines 4842+ ; - **gaps:** ; - The route is accessible to any authenticated track owner via the API — if a user somehow learns their `trackVer",Implemented,"- The route is accessible to any authenticated track owner via the API — if a user somehow learns their `trackVersionId`, they could request their own guide vocal. This may not be intended (spec says internal-only). Should verify whether `requireUserId` path is reachable from the public API or only from internal callers ; - No range request support confirmed for WAV files (less critical since inte",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H15,WebApp,OG Meta / Social Cards for Share Links,"- **expected_behavior:** ; - `/s/:shareToken` route renders `web-player/index.html` with server-side placeholder substitution: `{{OG_TITLE}}`, `{{OG_DESCRIPTION}}`, `{{OG_IMAGE}}`, `{{OG_URL}}`, `{{OG_TYPE}}`, `{{OG_IMAGE_WIDTH}}`, `{{OG_IMAGE_HEIGHT}}`, `{{FB_APP_ID_META}}`, `{{OG_VIDEO_META}}`, `{{TWITTER_CARD_TYPE}}`, `{{TWITTER_PLAYER_META}}`. ; - Twitter card type: `""player""` (allows in-twe","- `/s/:shareToken` route renders `web-player/index.html` with server-side placeholder substitution: `{{OG_TITLE}}`, `{{OG_DESCRIPTION}}`, `{{OG_IMAGE}}`, `{{OG_URL}}`, `{{OG_TYPE}}`, `{{OG_IMAGE_WIDTH}}`, `{{OG_IMAGE_HEIGHT}}`, `{{FB_APP_ID_META}}`, `{{OG_VIDEO_META}}`, `{{TWITTER_CARD_TYPE}}`, `{{TWITTER_PLAYER_META}}`. ; - Twitter card type: `""player""` (allows in-tweet audio player) or `""summ",Implemented,"- `{{TWITTER_PLAYER_META}}` is only populated when audio is web-streamable — for app-only shares (all real shares) the Twitter card degrades to image-only, which is correct but means in-tweet playback never works for real songs ; - OG image for poem shares (`/poem/:shareId/og-image.png`) confirmed in URL builder (line 1158) but whether the route is implemented and returns a proper image is not ver",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H16,WebApp,Apple Universal Links (AASA),"- **expected_behavior:** ; - `GET /.well-known/apple-app-site-association` served dynamically (line 518 in server.js) with `Content-Type: application/json`. ; - Also present as a static file at `public/.well-known/apple-app-site-association`. ; - Content: `applinks.details[0].appID = ""5VCH6937XM.com.porizo.PorizoApp""`, `paths: [""/play/*"", ""/s/*"", ""/poem/*""]`. ; - No `webcredentials` or `ap","- `GET /.well-known/apple-app-site-association` served dynamically (line 518 in server.js) with `Content-Type: application/json`. ; - Also present as a static file at `public/.well-known/apple-app-site-association`. ; - Content: `applinks.details[0].appID = ""5VCH6937XM.com.porizo.PorizoApp""`, `paths: [""/play/*"", ""/s/*"", ""/poem/*""]`. ; - No `webcredentials` or `appclips` sections. ; - **sta",Implemented,"- Static file at `public/.well-known/` AND dynamic route at the same path — if static file serving takes precedence over the dynamic route (depends on fastify plugin registration order), the static file would be served. Both appear to have identical content so this is low risk, but registration order should be verified ; - `paths` array uses old wildcard format (`""/s/*""`) — iOS 13+ AASA v2 forma",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H17,WebApp,Well-Known / Discovery Endpoints,"- **expected_behavior:** ; - `/.well-known/apple-app-site-association` — see feature 16 ; - `/.well-known/oauth-authorization-server` — stub JSON (all arrays empty: `grant_types_supported: []`, etc.). Issues `""issuer"": ""https://porizo.co""` but no real OAuth server is implemented. ; - `/.well-known/api-catalog` — present (content not fully inspected) ; - `/.well-known/mcp/server-card.json` — pr","- `/.well-known/apple-app-site-association` — see feature 16 ; - `/.well-known/oauth-authorization-server` — stub JSON (all arrays empty: `grant_types_supported: []`, etc.). Issues `""issuer"": ""https://porizo.co""` but no real OAuth server is implemented. ; - `/.well-known/api-catalog` — present (content not fully inspected) ; - `/.well-known/mcp/server-card.json` — present (MCP server discovery",Partial,"- `oauth-authorization-server` stub could confuse OAuth clients that discover it and attempt flows — consider removing or adding `""jwks_uri""` content and real capability arrays, or use a `410 Gone` if OAuth is not supported ; - MCP server card signals AI-agent accessibility — if not intentionally exposed, this is an information-disclosure issue ; - **key_files:** `public/.well-known/` (all files",P2,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H18,WebApp,"Sitemap, Robots.txt, and llms.txt","- **expected_behavior:** ; - `public/sitemap.xml` — lists core pages + occasion/gift landing pages including `/gifts/song-for-wife-birthday` (changefreq: weekly, priority: 0.7) ; - `public/robots.txt` — standard allow-all with sitemap reference ; - `public/llms.txt` — structured Porizo description for AI LLM engines, with sections: About, How It Works, Key Features, Pricing, FAQ, Comparison, Pages","- `public/sitemap.xml` — lists core pages + occasion/gift landing pages including `/gifts/song-for-wife-birthday` (changefreq: weekly, priority: 0.7) ; - `public/robots.txt` — standard allow-all with sitemap reference ; - `public/llms.txt` — structured Porizo description for AI LLM engines, with sections: About, How It Works, Key Features, Pricing, FAQ, Comparison, Pages, Technology, Contact, Cita",Implemented,"- `sitemap.xml` may not include all SEO landing pages — the root-level occasion pages (e.g., `/birthday-song-for-mom`) may not be listed if sitemap only covers `/gifts/` subdirectory URLs (not fully verified) ; - `robots.txt` does not disallow `/debug.html`, `/admin/`, or `/.well-known/` — crawlers can discover debug pages (even if `debug.html` has `<meta name=""robots"" content=""noindex, nofollo",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H19,WebApp,Debug Page (Song Pipeline Debugger),"- **expected_behavior:** ; - `public/debug.html` + `public/debug.js` served only when `ENABLE_DEBUG_ROUTES=true` env var is set (lines 357–460 in server.js; `const enableDebugRoutes = appConfig.ENABLE_DEBUG_ROUTES ?? config.ENABLE_DEBUG_ROUTES ?? false`). ; - `debug.html` has `<meta name=""robots"" content=""noindex, nofollow"">`. ; - `debug.js` uses `x-user-id` header with a generated `debug_<tim","- `public/debug.html` + `public/debug.js` served only when `ENABLE_DEBUG_ROUTES=true` env var is set (lines 357–460 in server.js; `const enableDebugRoutes = appConfig.ENABLE_DEBUG_ROUTES ?? config.ENABLE_DEBUG_ROUTES ?? false`). ; - `debug.html` has `<meta name=""robots"" content=""noindex, nofollow"">`. ; - `debug.js` uses `x-user-id` header with a generated `debug_<timestamp><random>` ID — **no ",Partial,"- **CRITICAL:** `debug.js` sends `x-user-id: debug_<random>` header — if `ENABLE_DEBUG_ROUTES` is ever set to `true` in production (accidental misconfiguration), the debug page allows unauthenticated song pipeline access with a self-generated user ID. The backend must also validate this header; if it trusts `x-user-id` from the client, this is a significant auth bypass ; - `public/autoresearch-res",P0,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H20,WebApp,Admin Dashboard (Web UI),"- **expected_behavior:** ; - `public/admin/dashboard.html` served from `public/admin/` directory. ; - All `/admin/dashboard*` routes gated by global auth hook (line ~109 in `src/routes/admin.js`): sets `request.admin`; exempt paths are `/admin/auth/*`. ; - Login: `POST /admin/auth/login` — rate-limited (15-min window, `ADMIN_LOGIN_WINDOW_MS`), generic failure message, `Retry-After` header. `POST /","- `public/admin/dashboard.html` served from `public/admin/` directory. ; - All `/admin/dashboard*` routes gated by global auth hook (line ~109 in `src/routes/admin.js`): sets `request.admin`; exempt paths are `/admin/auth/*`. ; - Login: `POST /admin/auth/login` — rate-limited (15-min window, `ADMIN_LOGIN_WINDOW_MS`), generic failure message, `Retry-After` header. `POST /admin/auth/setup` — one-tim",Implemented,"- Admin dashboard is served from `public/admin/` under the main API domain — the static HTML is technically separate from the auth gate (the gate protects API routes; the HTML itself may be served by static file handler without auth). If `public/admin/` is registered as a static prefix unconditionally, `dashboard.html` HTML source is publicly readable even without login credentials ; - No MFA conf",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H21,WebApp,Gift Landing Pages (public/gifts/),"- **expected_behavior:** Static HTML files served from `public/gifts/`. Included in `sitemap.xml`. Occasion-targeted copy and CTAs. Similar structure to root-level occasion pages. ; - **status:** implemented — directory confirmed with 30+ pages (e.g., `song-for-wife-birthday`, `fathers-day-song-for-dad`, `graduation-song-for-daughter`, etc.) ; - **gaps:** ; - Duplicate content risk: root-level `/b","- **status:** implemented — directory confirmed with 30+ pages (e.g., `song-for-wife-birthday`, `fathers-day-song-for-dad`, `graduation-song-for-daughter`, etc.) ; - **gaps:** ; - Duplicate content risk: root-level `/birthday-song-for-mom.html` vs `/gifts/` occasion pages may target overlapping keywords, creating internal SEO competition ; - No canonical tag strategy confirmed between root and `/g",Implemented,"- Duplicate content risk: root-level `/birthday-song-for-mom.html` vs `/gifts/` occasion pages may target overlapping keywords, creating internal SEO competition ; - No canonical tag strategy confirmed between root and `/gifts/` pages ; - **key_files:** `public/gifts/` (directory) ; --- ;",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H22,WebApp,MCP / AI Agent Discovery (Well-Known MCP Card),"- **expected_behavior:** `/.well-known/mcp/server-card.json` served as static file. Declares Porizo's MCP-compatible endpoints. ; - **status:** implemented — `public/.well-known/mcp/server-card.json` confirmed present ; - **gaps:** ; - If Porizo's MCP endpoints are not intended to be publicly consumed by third-party AI agents, the server card is an unintended information disclosure ; - MCP spec is","- **status:** implemented — `public/.well-known/mcp/server-card.json` confirmed present ; - **gaps:** ; - If Porizo's MCP endpoints are not intended to be publicly consumed by third-party AI agents, the server card is an unintended information disclosure ; - MCP spec is evolving — server card format may need updates as the standard matures ; - **key_files:** `public/.well-known/mcp/server-card.jso",Implemented,"- If Porizo's MCP endpoints are not intended to be publicly consumed by third-party AI agents, the server card is an unintended information disclosure ; - MCP spec is evolving — server card format may need updates as the standard matures ; - **key_files:** `public/.well-known/mcp/server-card.json` ; --- ;",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
H23,WebApp,"Static Asset Serving (styles, assets, audio samples)","- **expected_behavior:** ; - `/styles/` → `public/styles/` (no maxAge set — default browser caching) ; - `/assets/` → `public/assets/` (includes `logo.png`, `og-song.png`, `og-poem.png`, `webmcp.js`) ; - `/audio/` → `public/audio/` with `maxAge: ""7d""` (sample MP3s: `cafeteria-light-trimmed.mp3`, `sample-mothers-day-2026.mp3`, `test-preview.mp3`) ; - All use `decorateReply: false` ; - Helmet sets","- `/styles/` → `public/styles/` (no maxAge set — default browser caching) ; - `/assets/` → `public/assets/` (includes `logo.png`, `og-song.png`, `og-poem.png`, `webmcp.js`) ; - `/audio/` → `public/audio/` with `maxAge: ""7d""` (sample MP3s: `cafeteria-light-trimmed.mp3`, `sample-mothers-day-2026.mp3`, `test-preview.mp3`) ; - All use `decorateReply: false` ; - Helmet sets `Cross-Origin-Resource-Pol",Implemented,"- `/styles/` and `/assets/` have no explicit `maxAge` — browser receives no `Cache-Control` header beyond Helmet defaults, causing unnecessary revalidation on every page load ; - `test-preview.mp3` in `public/audio/` is a test artefact served publicly in production ; - `webmcp.js` in `public/assets/` — purpose unclear; may be a development/MCP tool artefact inadvertently in the public directory ; ",P3,Suite green @2026-06-23 (2421/2452 pass); no failing test touches this feature,; --- ;
